0,1,2,3,Year
,Charles Meere,H Naylor,,1940
,Charles Meere,Freda Robertshaw,,1940
,Charles Meere,Robert Le Gay Brereton,,1940
,Max Meldrum,"The Vice-Chancellor, Melbourne University",,1940
/prizes/archibald/1940/17498/,Max Meldrum,Dr J Forbes Mackenzie,(Winner: Archibald Prize 1940),1940
,Henry W Minton,Portrait,,1940
,Nancy Moffat,"Mrs Clarence Weber, MLA",,1940
,Alan Moore,Self-portrait,,1940
/prizes/archibald/1940/17662/,Arthur J Murch,"R Windeyer, Esq, KC",,1940
,Percival James Norton,"E Cochrane-Emerton, Esq",,1940
,Roy Opie,Mr Alan Eddy,,1940
,Thelma Parr,Zara Brett,,1940
,Esther Paterson,"Hermon Gill, Esq",,1940
,Esther Paterson,Self-portrait,,1940
,C W Peck,Self-portrait,,1940
,C W Peck,Flying Officer W Geoffrey Campbell,,1940
,C W Peck,"Paddy, Patsy and Pat",,1940
,Clif Peir,Miriam Hyde,,1940
,RW Phillips,Portrait,,1940
,RW Phillips,Self-portrait,,1940
,M Prowse Carey,John,,1940
,James Quinn,Archbishop Mannix,,1940
,James Quinn,Percival Serle,,1940
,Walter Rayment,Gunner Lawrence Rayment,,1940
,Ingrid Rayner,Self-portrait,,1940
,Eileen M Robertson,Self-portrait,,1940
,J H R Rousel,"OH Hudson, Esq",,1940
,J H R Rousel,"Sydney Long, ARE",,1940
,John Thomas Nightingale Rowell,Mr Louis Lavater,,1940
,John Thomas Nightingale Rowell,Miss Lew Ton,,1940
,John Thomas Nightingale Rowell,"George Allen, sculptor",,1940
,William Rowell,Judge Foster,,1940
,William Rowell,Self-portrait,,1940
,William Rowell,"Harrison Owen, Esq",,1940
,Samuel Rudgley,Self-portrait,,1940
,Douglas Russell,The widow,,1940
,A W Sampson,Major CM Strachan,,1940
,Eric Saunders,Miss Ursula Pollock,,1940
,Eric Saunders,G Koshnitsky,,1940
,Roderick Shaw,Yvonne Webb,,1940
,A J Shepherd,Pioneer,,1940
,David Sing,Rev Dr Eris O'Brien,,1940
,David Sing,Miss M McDermott,,1940
,David Sing,Frere Jean,,1940
,Joshua Smith,Mr JA Smith,,1940
,Joshua Smith,Mrs Mary Wilson Blackwood,,1940
,Syd Sullivan,Self-portrait,,1940
,Graham A Thorley,"A Kenyon, Esq",,1940
,Dora Toovey,Janet Campbell,,1940
,Dora Toovey,"Jacqueline, daughter of the artist",,1940
,Lyall Trindall,"Dame Mary Gilmore, DBE",,1940
,Lyall Trindall,"Tom McClelland, Esq",,1940
,Lyall Trindall,"FAL Butler, Esq",,1940
,Alice Turnbull,Self-portrait,,1940
,Hayward Veal,Mr GH Brown,,1940
,Percy Watson,Miss Eva Harris,,1940
,Charles Wheeler,Canon ES Hughes,,1940
,Charles Wheeler,"John Wilkins, Esq",,1940
/prizes/archibald/1940/19685/,Harold V Whitlock,Lieutenant Jamieson,,1940
,Harold V Whitlock,Fae,,1940
,Eric Wilson,Mrs J Edmondson,,1940
,Rita Wilson,Mrs Edwin Wilson,,1940
,Joseph Wolinski,"Surgeon-Capt Leonard Darby, CBE, RAN",,1940
,Joseph Wolinski,"Bernard Sugerman, LLB",,1940
,Joseph Wolinski,Self-portrait,,1940
,Joseph Wolinski,Roderic Quinn,,1940
,Joseph Wolinski,Colonel Wilfred Vickers,,1940
,Arnold Zimmerman,Jascha Gopinko,,1940
,Normand Baker,Self-portrait,,1941
,Caroline Barker,"AJ McGill, Esq, KC",,1941
,John E Bates,Self-portrait,,1941
,S F Bond,Self-portrait,,1941
,Ernest Buckmaster,James Quinn,,1941
,Maude E M Burrell,"CA Burrell, Esq",,1941
/prizes/archibald/1941/15014/,Charles Bush,Portrait (unfinished owing to mobilisation),,1941
,James Cant,A soldier's daughter,,1941
,Jack Carington Smith,Lucien Dechaineux,,1941
/prizes/archibald/1941/18640/,Jack Carington Smith,Miss Eileen Brooker,,1941
,Norman Carter,Dr Ian Clunies Ross,,1941
,Margaret Coen,Douglas Stewart,,1941
,Elaine Coghlan,Mrs R Schureck,,1941
,William Gilbert Collins,Self-portrait,,1941
,Amalie Sara Colquhoun,Miss KH Pearce,,1941
,Amalie Sara Colquhoun,Miss Jenny Gowans,,1941
/prizes/archibald/1941/15503/,William Dargie,"Sir James Elder, KBE",(Winner: Archibald Prize 1941),1941
,Robert Cameron Davie,Self-portrait,,1941
,Aileen R Dent,Dr JM Baldwin (astronomer),,1941
,William Dobell,Miss Elaine Haxton,,1941
,William Dobell,Portrait of a strapper,,1941
,William Dobell,Squadron Leader GU 'Scotty' Allan,,1941
,Douglas Dundas,"Charles Lloyd Jones, Esq",,1941
,Mary Edwell-Burke,Sir Thomas Buckland,,1941
,Mary Edwell-Burke,Self-portrait,,1941
,Elsie Elder,"Norman Lindsay, Esq",,1941
,Cherie Elliott,Mr Hector,,1941
/prizes/archibald/1941/19696/,Cherie Elliott,Wallace Thornton,,1941
,Albert Enes,Self-portrait,,1941
,Nell Eveston,Colourful head study,,1941
,Nell Eveston,"Dr TA Palmer-Benshow, MRCS (Eng), LRCP (Lon)",,1941
,Naylor Gill,An English aristocrat,,1941
,Marjorie Glyn-Edwards,Dorothy Mellor,,1941
,Marjorie Glyn-Edwards,Mr Ken Jones,,1941
,Hazel Goddard,Self-portrait,,1941
,John Barclay Godson,Rev HL Hurst,,1941
,John Barclay Godson,"H Woolett, Esq, JP",,1941
,John Barclay Godson,"AH Yarnold, MA",,1941
,James William Govett,Sir John Longstaff,,1941
,James William Govett,Self-portrait,,1941
,Leonard James Green,Miss Shirley McGregor,,1941
,Leonard James Green,"Bill Harris, Australian skier, Kosciusko",,1941
,Paul Haefliger,Girl in black,,1941
,Henry Aloysius Hanke,Sonya Hanke,,1941
,Henry Aloysius Hanke,Miss Sylvia Davis,,1941
,Sylvia Wilkins Hawkins,Sylvia,,1941
,John R Heath,Self-portrait,,1941
,Sali Herman,Mrs Edwards,,1941
/prizes/archibald/1941/16508/,Nora Heysen,"Sir Lionel Lindsay, Kt",,1941
,Denes Holesch,Mrs Lionel Dare,,1941
,Nan Hortin,Portrait,,1941
,Tom Hubble,Mrs N Whatman,,1941
,Reginald Jerrold-Nathan,David Maughan KC,,1941
,Margaret Gordon Johnson,"Alfred Carson, Esq, OBE, JP",,1941
,Margaret Gordon Johnson,Mrs B Robertson,,1941
,Vincent Juradowitch,Mischa Burlakov,,1941
,Herbert Kemble,Miss Louise Aitken,,1941
,J Noel Kilgour,J and N Kilgour,,1941
,J Noel Kilgour,"WJ Coogan, Esq, OBE",,1941
,J Noel Kilgour,ES Rodriguez,,1941
,Nancy Kilgour,J Noel Kilgour,,1941
/prizes/archibald/1941/17056/,Frederick William Leist,Mrs Huff Johnston,,1941
,Frederick William Leist,Mrs CJ Wiley,,1941
,Frederick William Leist,"Surgeon Lieut Commander Susman, RANR",,1941
,William Francis Loonan,Self-portrait,,1941
,Harry McDonald,A man of the Western Plains,,1941
,Violet M McInnes,Miss Francis de Crespigny,,1941
/prizes/archibald/1941/17433/,Violet M McInnes,Miss Sybil Craig,,1941
,Lola Mason,"Clive Raleigh Evatt, Esq, KC, MLA",,1941
,Joseph Wilson Mawhinney,Walter Mohr,,1941
,Joseph Wilson Mawhinney,Sir John Butters,,1941
,Joseph Wilson Mawhinney,Self-portrait,,1941
,Charles Meere,Miss Doris Harrison,,1941
,Max Meldrum,Professor EW Skeats,,1941
,Max Meldrum,"Sir David Rivett, FRS",,1941
,Henry W Minton,Self-portrait,,1941
,Guy McIntyre Mitchell,Mr Johnston,,1941
,Kay Munro,"RG Menzies, Esq (former prime minister)",,1941
,Arthur J Murch,Mrs AJ Murch,,1941
,Arthur J Murch,Frank Lumb,,1941
,Arthur J Murch,James Cook,,1941
,Roy Opie,"Dr John Dale, OBE",,1941
/prizes/archibald/1941/17913/,Esther Paterson,"Lieut Commander GH Gill, RANVR",,1941
,C W Peck,Light Horse officer,,1941
,Clif Peir,"Gordon Anderson, Esq",,1941
,Wilfred Peisley,Madame Le Bras,,1941
,RW Phillips,Self-portrait,,1941
,M Prowse Carey,'J',,1941
,James Quinn,Nurse 'Billie' Mitchell,,1941
,James Quinn,Ernest Buckmaster,,1941
,James Quinn,"EM Pearce, Esq",,1941
,Mollie Rohr,Portrait,,1941
,Mollie Rohr,Self-portrait,,1941
,Mollie Rohr,Diana,,1941
,J H R Rousel,Miss Margaret Rousel,,1941
,John Thomas Nightingale Rowell,Mr Mayne Lynton,,1941
,John Thomas Nightingale Rowell,Mr Bernard Cronin,,1941
,John Thomas Nightingale Rowell,Miss Lew Ton,,1941
,William Rowell,Miss Thelma Champion,,1941
,William Rowell,Mrs Marie Pitt,,1941
,William Rowell,Col JH Clarebrough,,1941
,Naomi Sanguenetti,The dancer,,1941
,Roderick Shaw,Frances Shaw,,1941
,Reginald Jack Shepherd,Jean,,1941
,Albert Victor Simmons,"Lilley A Sim, psychic and seeress",,1941
,David Sing,Professor Carl Sauer,,1941
,Joshua Smith,Sister M Deane,,1941
,Stephanie Taylor,Gillespie Douglas,,1941
,Stephanie Taylor,"Mrs J Wanderly, BA",,1941
,Stephanie Taylor,Dr Ruby Davy,,1941
,Francis Roy Thompson,Boy with a guitar,,1941
,Wallace Thornton,Portrait,,1941
,Wallace Thornton,Self-portrait,,1941
,Lyall Trindall,The artist's wife,,1941
,Hayward Veal,"Roderic Quinn, poet",,1941
,Douglas Watson,Self-portrait,,1941
,Douglas Watson,Mrs AT Watson,,1941
,Douglas Watson,"AA Watson, Esq",,1941
,Percy Watson,Self-portrait,,1941
,Charles Wheeler,Self-portrait,,1941
,Charles Wheeler,Professor WJ Young,,1941
,Eric Wilson,Mr Raymond Wilson,,1941
,Eric Wilson,"The Honorable James McGirr, Esq MLA (Minister for Lands and Local Government)",,1941
,Eric Wilson,Miss E Rankin,,1941
,Rita Wilson,Self-portrait,,1941
,Rita Wilson,Miss Ena Wood,,1941
,Joseph Wolinski,Jack O'Connor,,1941
/prizes/archibald/1941/19433/,Joseph Wolinski,Self-portrait,,1941
,Joseph Wolinski,Desiderius Orban,,1941
,Joseph Wolinski,"B Frampton, Esq",,1941
,C Dudley Wood,"Miss EM Christensen, MA",,1941
,C Dudley Wood,Self-portrait,,1941
,Arnold Zimmerman,Self-portrait,,1941
,Inez Abbott,Portrait,,1942
,James Adam,Self-portrait,,1942
,John Allcot,Self-portrait,,1942
,Herbert Badham,Self-portrait,,1942
,Normand Baker,Stella,,1942
,A M E Bale,Mrs Keith Woodall,,1942
,Lionel Kenneth G Banbury,Don Bradman,,1942
,Douglas M Barrie,Warrant Officer LR Howarth,,1942
/prizes/archibald/1942/14981/,Ernest Buckmaster,Mr KF McCrae,,1942
,Ernest Buckmaster,Lady in black,,1942
,Ernest Buckmaster,Self-portrait,,1942
,Jack Carington Smith,Self-portrait,,1942
,Norman Carter,"Fred Cull, Esq",,1942
,Margaret Coen,Douglas Stewart,,1942
,A D Colquhoun,Miss Joan Devine,,1942
,A D Colquhoun,Miss Rosemary Mathew,,1942
,Arthur Volens Cook,"VV Cook, Esq",,1942
,Clara Cornell,F O'Sullivan,,1942
/prizes/archibald/1942/15505/,William Dargie,"Major General AS Allen, CBE, DSO, VD",,1942
/prizes/archibald/1942/15504/,William Dargie,"Corporal Jim Gordon, VC",(Winner: Archibald Prize 1942),1942
,Sylvia Davis,"Mrs Beatrice Bateman, MA, LLB",,1942
,Sylvia Davis,Miss Mayberry Bevan,,1942
,Sylvia Davis,Lieut Col Moore Cosgrave,,1942
,Aileen R Dent,"Sir Walter Leitch, CBE",,1942
/prizes/archibald/1942/15615/,Aileen R Dent,Miss Jean Burns,,1942
,Aileen R Dent,C Rigby CBE,,1942
,William Dobell,Jimmy Cook (artist),,1942
,Douglas Dundas,Self-portrait,,1942
,Mary Edwell-Burke,Daphne Mayo,,1942
,Mary Edwell-Burke,Self-portrait,,1942
,Elsie Elder,Hon John Curtin,,1942
/prizes/archibald/1942/15843/,Frances D Ellis,Portrait of Dattilo-Rubbo,,1942
,Albert Enes,Portrait of P Lindsay,,1942
,Albert Enes,Self-portrait,,1942
,Nell Eveston,Yeli Robert,,1942
,Alma Figuerola,For humanity's sake,,1942
,Marjorie Glyn-Edwards,Mrs F Edwards,,1942
,John Barclay Godson,Alderman Brooks-Lloyd,,1942
,John Barclay Godson,Mrs John B Godson,,1942
,John Barclay Godson,Mrs Bruce Dixon,,1942
,James William Govett,My mother,,1942
,James William Govett,Fred Spry,,1942
,Harley Griffiths,Self-portrait,,1942
,Paul Haefliger,Christine,,1942
,Lincoln B Hamilton,Robin Jansen,,1942
,Henry Aloysius Hanke,J Salvana Esq,,1942
,John J Hennessy,Self-portrait (monochrome),,1942
,Anthony Hudson,'Keon' Esq,,1942
,Jean Isherwood,Rev Dr RG Macintyre,,1942
,Reginald Jerrold-Nathan,Mrs Constance Roberts,,1942
,Reginald Jerrold-Nathan,Miss Margaret Sinclair,,1942
,Margaret Gordon Johnson,Miss Margaret Caporn,,1942
,Vincent Juradowitch,Ernest Jurgensen,,1942
,Vincent Juradowitch,R Glasheen,,1942
,Vincent Juradowitch,Joseph S Moore,,1942
,Clement Charles Kennedy,Mr Humphrey Bishop,,1942
,Clement Charles Kennedy,Flying Officer S Watson,,1942
,Theo M Kielly,"Harry Taylor, Esq",,1942
,Theo M Kielly,Sgt MJ Kielly RAAF,,1942
,Theo M Kielly,Miss Mildred Amos,,1942
,J Noel Kilgour,Miss Violet Graeme,,1942
,J Noel Kilgour,HE Badham,,1942
,Nancy Kilgour,Miss Graeme,,1942
,Edwin Harold King,Artist's sister,,1942
,Frederick William Leist,Captain X of the Tanks,,1942
,Joseph Wilson Mawhinney,Rud Spander,,1942
,Joseph Wilson Mawhinney,Self-portrait,,1942
,Charles Meere,Cpl Cunnick WANS,,1942
,Max Meldrum,Self-portrait,,1942
,Ronald Miller,Portrait of Holly,,1942
,Betty C Morgan,Senator RV Keane,,1942
,Betty C Morgan,Mrs George Morgan,,1942
/prizes/archibald/1942/17666/,Arthur J Murch,Rev Canon AH Garnsey,,1942
,Violet Musgrave,Self-portrait,,1942
,Esther Paterson,Pat Hanna,,1942
,C W Peck,Self-portrait at Sunnyside,,1942
,Clif Peir,Helen Lindsay,,1942
,RW Phillips,Self-portrait,,1942
,RW Phillips,Mrs RW Phillips,,1942
,James Quinn,Mrs Hamilton Sleigh,,1942
,James Quinn,Lady Blamey,,1942
,Walter Rayment,Late JS Watkins FRAS,,1942
,Lloyd Rees,Self-portrait,,1942
,Florence Aline Rodway,Portrait,,1942
,J H R Rousel,Portrait,,1942
,John Thomas Nightingale Rowell,Edward Borovansky,,1942
,William Rowell,"Hugh Adam, Esq",,1942
,Albert Rydge,Mrs AL Rydge,,1942
/prizes/archibald/1942/18642/,Joshua Smith,Mr and Mrs Smith,,1942
,Anne Stewart Moore,The green cap,,1942
,F L Tame,Mrs FL Tame,,1942
,Stephanie Taylor,Miss Erna Keighley,,1942
,Stephanie Taylor,Flight Lieut Mary B Pitts,,1942
,Francis Roy Thompson,Portrait study,,1942
,Wallace Thornton,Surgeon Lieut Commander Eric Susman,,1942
,Dora Toovey,Canon HN Baker MA,,1942
,Dora Toovey,Self-portrait,,1942
,Alice Turnbull,Corporal Mack RAAF,,1942
,Hayward Veal,Sgt AJ Novotney US Army,,1942
,Roland Wakelin,Mrs Roland Wakelin Jnr,,1942
,Douglas Watson,Miss Leslie Frith,,1942
,Douglas Watson,Romilly,,1942
,Douglas Watson,"AA Watson, Esq",,1942
,Percy Watson,Miss Eva Harris,,1942
,Eric Wilson,The artist's mother,,1942
/prizes/archibald/1942/19336/,Eric Wilson,Matron MacIntosh,,1942
,Rita Wilson,Mrs Elsie Adams,,1942
,Joseph Wolinski,Mr Norman McLeod,,1942
,Joseph Wolinski,Warden AF Grant,,1942
,Joseph Wolinski,Cpt Ronald Adair,,1942
,Joseph Wolinski,"Roy Ray, Petty Officer USN",,1942
/prizes/archibald/1943/14451/,Harold Abbott,Patient awaiting plastic surgery,,1943
,James Adam,Self-portrait,,1943
,Normand Baker,Self-portrait,,1943
,Rex Battarbee,"Nabi Pinti Pi, Tribesman [sic]",,1943
,Leonard Beck,"The late Julian Ashton, CBE",,1943
,Gordon Bennett (active 1940s),"Wing-Comm Clive R Caldwell, RAAF, DSO, DFC and Bar, Polish Cross of Valor",,1943
,Daysi M Brookes,Mr Wilfred E Johnson,,1943
,Daysi M Brookes,Miss Gladys Moncrieff as Sonia in 'The merry widow',,1943
,Ernest Buckmaster,Dr Cedric Roche,,1943
,Ernest Buckmaster,"Lieut-General JL Withem, CMG, DSO",,1943
,Maude E M Burrell,Shirley Metcalfe,,1943
,Charles Bush,Portrait of Douglas Watson,,1943
,Charles Bush,"Portrait of the artist, Phyl Waterhouse",,1943
/prizes/archibald/1943/15050/,William Bustard,Tippo Powder,,1943
,Jack Carington Smith,Professor JR Elliott,,1943
/prizes/archibald/1943/15191/,Norman Carter,"FJ Ludowici, Esq",,1943
/prizes/archibald/1943/15190/,Norman Carter,Pilot Officer A Roulston,,1943
,Norman Carter,Mr WA Crowle,,1943
,Bess Chapple,"Mrs Patricelli, nee Sylvia Davis",,1943
,James Coleman,Portrait of James Forgood,,1943
,William Gilbert Collins,Self-portrait,,1943
,A D Colquhoun,The late President of the Senate The Hon Senator J Cunningham,,1943
,A D Colquhoun,Miss Mavis Wilson,,1943
,Clara Cornell,Portrait of father,,1943
,Jean Cowtan,Portrait of Bill Thompson,,1943
,James Crisp,Self-portrait,,1943
/prizes/archibald/1943/15507/,William Dargie,Captain EP Harty,,1943
/prizes/archibald/1943/15509/,William Dargie,Miss Campbell,,1943
,William Dargie,"Lieut-Col AG Fenton, AIF",,1943
,William Dargie,"Portrait of Dr N Hamilton Fairley, CBE, FRS",,1943
/prizes/archibald/1943/15563/,Sylvia Davis,Portrait of Barbara Monroe,,1943
,Aileen R Dent,Professor HC Summers,,1943
,Aileen R Dent,Sgt W Geoffrey Smith,,1943
,William Dobell,Mr Brian Penton,,1943
/prizes/archibald/1943/15674/,William Dobell,Billy boy,,1943
/prizes/archibald/1943/15672/,William Dobell,Mr Joshua Smith,(Winner: Archibald Prize 1943),1943
,A A Drover,Portait of Captain Chaffers,,1943
,Mary Edwell-Burke,Portrait of Nancy Bird (Mrs Walton),,1943
,Mary Edwell-Burke,Elizabeth Banks,,1943
,Mary Edwell-Burke,Portrait of Miss Alison Oliver,,1943
/prizes/archibald/1943/15811/,Mary Edwell-Burke,Portrait of Margaret Coen,,1943
,Elsie Elder,"The Hon John Curtin, Prime Minister of Australia",,1943
,Albert Enes,The groundsman,,1943
,Albert Enes,Daniel Lamont (ironmaster),,1943
,Nell Eveston,Marian Eveston,,1943
,Joy Ewart,Self-portrait,,1943
,Joy Ewart,Mrs Lillian Ewart,,1943
,Alma Figuerola,Portrait of Nina Murdoch in costume of Pais da Vinho (Portugal),,1943
,Owen Garde,"Most Rev M Beovich, DD, PhD",,1943
,Reuben Gibson,"Warrant Officer Cyril Bower, RAAF",,1943
,Marjorie Glyn-Edwards,Sister Metcalfe,,1943
,John Barclay Godson,Patricia Minchin (Mrs R Doyle),,1943
,John Barclay Godson,"Lieut-Commander N McGuire (E), RAN",,1943
,John Barclay Godson,Mrs C Green,,1943
,John Barclay Godson,"The Hon PC Spender, KC, MP",,1943
,Paul Haefliger,Portrait of a lady in black,,1943
/prizes/archibald/1943/16280/,Henry Aloysius Hanke,"Lieut AR Cutler, VC",,1943
/prizes/archibald/1943/16281/,Henry Aloysius Hanke,"Sister VA Torney, MBE",,1943
/prizes/archibald/1943/16279/,Henry Aloysius Hanke,"Sister MI Anderson, GM",,1943
/prizes/archibald/1943/16282/,Henry Aloysius Hanke,"Able Seaman AHG Walker, RANR",,1943
/prizes/archibald/1943/16356/,Olaf L Harris,Pixie O'Harris,,1943
,Weaver Hawkins,One of the coming generation,,1943
/prizes/archibald/1943/16407/,John R Heath,Professor Arthur Amies as Major Amies,,1943
,Edward Heffernan,"Dr CH Kellaway, FRS",,1943
,John J Hennessy,Portrait of my wife,,1943
,Nellie Hennessy,Portrait,,1943
,Sali Herman,"A gipsy girl, head",,1943
/prizes/archibald/1943/16510/,Nora Heysen,"Group Officer Clare Stevenson, director, WAAAF",,1943
/prizes/archibald/1943/16511/,Nora Heysen,"First Officer S McClemans, WRANS",,1943
/prizes/archibald/1943/16509/,Nora Heysen,"Col Sybil H Irving, MBE, controller of AWAS",,1943
,Leon Hogan,Professor AD Ross,,1943
,Joseph Holloway,Roy Thibou,,1943
,James Leslie Humphreys,Self-portrait,,1943
,Reginald Jerrold-Nathan,Self-portrait,,1943
/prizes/archibald/1943/16716/,Margaret Gordon Johnson,"Lieut-Gen H Gordon Bennett, CB, CMG, DSO, VD",,1943
,Clement Charles Kennedy,Able Seaman NM Hewitson,,1943
,Clement Charles Kennedy,Mrs SJ Watson,,1943
,J Noel Kilgour,The Misses Beatrice and Meta Blaxland,,1943
,J Noel Kilgour,Miss Dorothy Kilgour,,1943
,J Noel Kilgour,Portrait in green,,1943
,Edwin Harold King,"Commander E Kingsford-Smith, RAN",,1943
,Bernard Lawson,Portrait,,1943
,Frederick William Leist,Sir Charles Blackburn,,1943
,Frederick William Leist,Mrs Frank Sturge Harty,,1943
,Frederick William Leist,Captain Gilbert Nobbs,,1943
,John Evlyn Lynch,Self-portrait,,1943
,Herbert McClintock,Self-portrait,,1943
,Louis McCubbin,Study in blue and gold,,1943
/prizes/archibald/1943/17336/,Winifred McCubbin,"Portrait of Vera Scantlebury Brown, OBE, MB, ChB (Melbourne)",,1943
,Herbert W McCulley,Portrait of my wife,,1943
,Harry McDonald,Portrait of Aileen,,1943
/prizes/archibald/1943/17435/,Violet M McInnes,Miss SM Chinnery,,1943
,Miriam MacRae,Portrait of my son,,1943
,Mavis Mallinson,He sent her a grass skirt from New Guinea,,1943
,Mavis Mallinson,Pamela,,1943
,Tempe Manning,JR Yule,,1943
,Joseph Wilson Mawhinney,Portrait of SL See,,1943
,Joseph Wilson Mawhinney,Self-portrait,,1943
,Max Meldrum,"Portrait of Rt Hon Sir John Latham, GCMG",,1943
,Albert S Moriarty,Golden tresses,,1943
,Richard Morrell,Self-portrait,,1943
/prizes/archibald/1943/17667/,Arthur J Murch,Kenneth Wilkinson,,1943
,John R W Oliver Clayton,Self-portrait,,1943
,Thelma Parr,The Venerable Archdeacon CN Robertson,,1943
,Reginald Parsons,Self-portrait,,1943
,Reginald Parsons,Portrait of Len Ellens,,1943
,Esther Paterson,Portrait of Barbara Newman,,1943
,Esther Paterson,"Rear Admiral Commanding Australian Squadron, Admiral B Crutchley, VC, DSC",,1943
/prizes/archibald/1943/17964/,Clif Peir,"AB Colin Browne (HSD), RANR",,1943
,William R Plowman,Sgt Cosgriff,,1943
,William R Plowman,Portrait of Miss May Smith,,1943
,Ina Pownall,Self-portrait,,1943
,M Prowse Carey,Pat,,1943
,James Quinn,"Howard W Matthews, Esq",,1943
,James Quinn,"George Bearham, MD",,1943
,Walter Rayment,"WM Whitney, Esq",,1943
,Ingrid Rayner,Miss Nora Reid,,1943
,Ingrid Rayner,Miss Muschi Kroning,,1943
,Lloyd Rees,Portrait of the artist,,1943
,Freda Robertshaw,Mrs Rose Naylor,,1943
,Hugh Robinson,Self-portrait,,1943
,John Thomas Nightingale Rowell,Portrait of Bernard Cronin,,1943
,John Thomas Nightingale Rowell,Self-portrait,,1943
,William Rowell,Self-portrait,,1943
,William Rowell,"Air Commodore HF De La Rue, DFC",,1943
,William Rowell,Thelma Champion,,1943
,Reginald Jack Shepherd,'Kol'. A native missionary,,1943
/prizes/archibald/1943/18644/,Joshua Smith,Dame Mary Gilmore,,1943
,Helen Stewart,Peggy Friedlander,,1943
,Alice Maud Stone,Mrs I Green,,1943
,Graham A Thorley,Self-portrait,,1943
,Graham A Thorley,"Wing Commander C Fairbairne, AFC",,1943
/prizes/archibald/1943/18978/,Dora Toovey,"Lieut AR Cutler, VC",,1943
,Lyall Trindall,"JCE McDonald, Esq",,1943
,Alice Turnbull,Garden portrait,,1943
/prizes/archibald/1943/19209/,Douglas Watson,Despatch rider Sgt Rex Beggs,,1943
,Douglas Watson,"Mildred Hill, pianist",,1943
,Douglas Watson,Self-portrait,,1943
,Trevor Gregson Wells,AB Edward Cuneo,,1943
,Charles Wheeler,Mrs E Rasmussen,,1943
,Eric Wilson,"BW Hone, Esq",,1943
,Rita Wilson,Lieut EF Wilson,,1943
,Joseph Wolinski,Major CA Finley,,1943
,Joseph Wolinski,"Lieut-Commander John L Graham, USN",,1943
,Joseph Wolinski,Self-portrait,,1943
,Joseph Wolinski,William V McCall,,1943
,C Dudley Wood,Self-portrait,,1943
,Arnold Zimmerman,The artist's wife,,1943
,Joyce Abbott,Beatrice,,1944
,James Adam,Self-portrait,,1944
,S Antonini,Portrait study,,1944
,Normand Baker,My mother,,1944
,Howard Barron,Self-portrait,,1944
,S F Bond,"William Phillips, Esq",,1944
,Daysi M Brookes,Miss G Moncrieff,,1944
,Lina Bryans,Keith Macartney,,1944
/prizes/archibald/1944/15003/,Betty Burch,Self-portrait,,1944
,John Cameron,Senator John Armstrong,,1944
,James Cant,Dora Chapman,,1944
,James Cant,Roy Dalgarno,,1944
,Jack Carington Smith,Hester Clarke,,1944
,Frank R Carter,Hon Justice E McTiernan,,1944
,Norman Carter,Dr Edgar Booth,,1944
,Norman Carter,Hon DH Drummond,,1944
