0,1,2,3,Year
/prizes/archibald/1999/15267/,Peter Churcher,John and Tikki,,1999
/prizes/archibald/1999/15472/,Adam Cullen,Max Cullen,Highly commended,1999
/prizes/archibald/1999/15749/,Geoffrey Dyer,Margaret Scott,,1999
/prizes/archibald/1999/15964/,Graham Fransella,Self-portrait,,1999
/prizes/archibald/1999/19593/,Joe Furlonger,Self-portrait with Chinese figure,,1999
/prizes/archibald/1999/16045/,James P Gilmour,Simon Johnson PQF,,1999
/prizes/archibald/1999/16330/,Robert Hannaford,Robert Dessaix (in my studio),,1999
/prizes/archibald/1999/16345/,Nicholas Harding,Portrait of Margaret Olley,,1999
/prizes/archibald/1999/27775/,Amanda King,Natasha Stott-Despoja,,1999
/prizes/archibald/1999/17022/,Bill Leak,Sinclair Hill,,1999
/prizes/archibald/1999/17076/,Kerrie Lester,Jimmy Barnes,,1999
/prizes/archibald/1999/17149/,Keith Looby,Paddy McGuinness,,1999
/prizes/archibald/1999/17174/,Mathew Lynn,Lucinda Moon,,1999
/prizes/archibald/1999/17441/,Carolyn McKay Creecy,Nigel Thomson,,1999
/prizes/archibald/1999/17203/,Euan Macleod,Self-portrait/head like a hole,Winner: Archibald Prize 1999,1999
/prizes/archibald/1999/17551/,Lewis Miller,Poppy King,,1999
/prizes/archibald/1999/17649/,Henry Mulholland,Darren Knight,,1999
/prizes/archibald/1999/17693/,David Naseby,Bob Ellis,,1999
/prizes/archibald/1999/17780/,Paul Newton,Portrait of Maggie Tabberer,,1999
/prizes/archibald/1999/17939/,John Peart,Elisabeth Cummings,,1999
/prizes/archibald/1999/18071/,Evert Ploeg,Deborah Mailman,Winner: People's Choice 1999,1999
/prizes/archibald/1999/18274/,Sally Robinson,Tony Tan,,1999
/prizes/archibald/1999/18454/,Jenny Sages,Meryl Tankard,,1999
/prizes/archibald/1999/18545/,Jiawei Shen,William Yang,,1999
/prizes/archibald/1999/18568/,Patrick Shirvington,Charles Blackman (secret of the golden flower),,1999
/prizes/archibald/1999/19521/,Salvatore Zofrea,James Strong,,1999
/prizes/archibald/2000/24164/,Chris Antico,The captain: Mark Taylor,,2000
/prizes/archibald/2000/14756/,Michael Bell,The Sandman,,2000
/prizes/archibald/2000/24165/,Simon Benz,Anna Wilson,,2000
/prizes/archibald/2000/14764/,Melissa Beowulf,Ken Done,,2000
/prizes/archibald/2000/24166/,David Bromley,Strongest man of the games,,2000
/prizes/archibald/2000/24167/,Tom Carment,"Don Idle, footballer",,2000
/prizes/archibald/2000/15138/,Tom Carment,Presbyterian self-portrait,,2000
/prizes/archibald/2000/15473/,Adam Cullen,Portrait of David Wenham,Winner: Archibald Prize 2000,2000
/prizes/archibald/2000/24168/,Adam Cullen,Portrait of Mark Occhilupo,,2000
/prizes/archibald/2000/15474/,Max Cullen,Geoffrey Rush,,2000
/prizes/archibald/2000/15477/,Elisabeth Cummings,May Barrie,,2000
/prizes/archibald/2000/15750/,Geoffrey Dyer,Christopher Koch,,2000
/prizes/archibald/2000/15864/,Esther Erlich,Never been better,Winner: People's Choice 2000,2000
/prizes/archibald/2000/15894/,David Fairbairn,Portrait of Victoria Hahn,,2000
/prizes/archibald/2000/24169/,Nic Fern,Vicki Wilson,,2000
/prizes/archibald/2000/15960/,Julie Fragar,"Self-portrait with the artist: Julie Fragar, Chuck Close and security",,2000
/prizes/archibald/2000/16346/,Nicholas Harding,Portrait of John Bell,,2000
/prizes/archibald/2000/24170/,Juliet Holmes a Court,Portrait of George,,2000
/prizes/archibald/2000/16624/,Colin Husband,Paul Bennett,,2000
/prizes/archibald/2000/24171/,Glenda Jones,Nova Peris-Kneebone,,2000
/prizes/archibald/2000/16983/,Robin Lawrence,Andrea Durbach,,2000
/prizes/archibald/2000/17023/,Bill Leak,'Are you with me': portrait of Sir Les Patterson,Winner: Packing Room Prize 2000,2000
/prizes/archibald/2000/24172/,Kerrie Lester,"Susie Maroney, True Blue Sue",,2000
/prizes/archibald/2000/17085/,Barbara Licha,Smile,,2000
/prizes/archibald/2000/17150/,Keith Looby,Anne Summers,,2000
/prizes/archibald/2000/17175/,Mathew Lynn,Dr John Yu,,2000
/prizes/archibald/2000/24173/,Lewis Miller,Ronald Dale Barassi,Winner: Daily Telegraph Sporting Portrait Prize 2000,2000
/prizes/archibald/2000/17552/,Lewis Miller,Self-portrait,,2000
/prizes/archibald/2000/24174/,Ann Morton,Edwin Carr ‘Old Gold’,,2000
/prizes/archibald/2000/17650/,Henry Mulholland,Padriac P McGuinness,,2000
/prizes/archibald/2000/24175/,David Naseby,Kostya Tszyu,,2000
/prizes/archibald/2000/24176/,Paul Newton,Portrait of David Campese,,2000
/prizes/archibald/2000/24177/,Evert Ploeg,Louise Sauvage,,2000
/prizes/archibald/2000/18455/,Jenny Sages,Each morning when I wake up I put on my mother's face,Highly commended,2000
/prizes/archibald/2000/18537/,Garry Shead,Sasha Grishin,Highly commended,2000
/prizes/archibald/2000/24178/,Andrew Sibley,Merilyn Peddell,,2000
/prizes/archibald/2000/19668/,Ian Smith,Ray Hughes getting his desserts,,2000
/prizes/archibald/2000/18787/,Michael Snape,Stephen Mori,,2000
/prizes/archibald/2000/18798/,Kim Spooner,'blue' (Kerry O'Brien),,2000
/prizes/archibald/2000/18804/,Anne Spudvilas,Leigh Hobbs,,2000
/prizes/archibald/2000/18916/,Ann Thomson,Portrait of the artist as a painting,,2000
/prizes/archibald/2000/19098/,Branca Uzur,Paul Byrnes,,2000
/prizes/archibald/2000/19150/,John R Walker,William Wright,,2000
/prizes/archibald/2000/24179/,Peter Wegner,Portrait of Darren Gauci,,2000
/prizes/archibald/2000/19231/,Peter Wegner,Portrait of Professor Graeme Clark,,2000
/prizes/archibald/2000/24180/,Jan Williamson,Tom Carroll,,2000
/prizes/archibald/2000/24181/,Louise Wood,Determination – Michael Klim,,2000
/prizes/archibald/2000/24182/,Huihai Xie,Jonny Raper – a living legend,,2000
/prizes/archibald/2001/14559/,Bruce Armstrong,Peter Carey in Kelly country,,2001
/prizes/archibald/2001/14757/,Michael Bell,"Kingo and Boofhead, Lavendar Bay",,2001
/prizes/archibald/2001/19558/,Danelle Bergstrom,The portrait and the painter (John Firth-Smith),,2001
/prizes/archibald/2001/19694/,David Bromley,Long Tom,,2001
/prizes/archibald/2001/15064/,Guo Hua Cai,Lee Lin Chin,,2001
/prizes/archibald/2001/15139/,Tom Carment,John Gaden - summer portrait,,2001
/prizes/archibald/2001/19578/,Brendon Ross Darby,Ian Parmenter,,2001
/prizes/archibald/2001/19581/,Julie Dowling,Sister girl - Carol Dowling,,2001
/prizes/archibald/2001/15751/,Geoffrey Dyer,"The director, John Clark",,2001
/prizes/archibald/2001/19586/,Martine Emdur,Laughing on the inside,,2001
/prizes/archibald/2001/15898/,Paul Fairweather,"Exhibitors of exuberance, Mostyn Bramley-Moore: a tribute to Michael Milburn",,2001
/prizes/archibald/2001/19594/,Margarita Georgiadis,Excelle - Libbi Gorr,,2001
/prizes/archibald/2001/19603/,Robert Hannaford,Richard Maurovic,,2001
/prizes/archibald/2001/16347/,Nicholas Harding,John Bell as King Lear,Winner: Archibald Prize 2001,2001
/prizes/archibald/2001/19611/,Cherry Hood,Matthys,,2001
/prizes/archibald/2001/19621/,Bill Leak,Robert Hughes - nothing if not critical,,2001
/prizes/archibald/2001/19622/,Kerrie Lester,Contemplating the emperor's new clothes,,2001
/prizes/archibald/2001/17176/,Mathew Lynn,Hetti Perkins,,2001
/prizes/archibald/2001/19629/,Lewis Miller,Self-portrait,,2001
/prizes/archibald/2001/17651/,Henry Mulholland,Michael Snape,,2001
/prizes/archibald/2001/19634/,David Naseby,A blackguard rehearsing – Max Cullen,,2001
/prizes/archibald/2001/17781/,Paul Newton,Roy and HG (John Doyle and Greig Pickhaver),"Winner: People's Choice 2001
Winner: Packing Room Prize 2001",2001
/prizes/archibald/2001/18088/,Rodney Pople,Head study - Richard Goodwin,,2001
/prizes/archibald/2001/18275/,Sally Robinson,Antony Walker,,2001
/prizes/archibald/2001/19649/,Jenny Sages,Jackie and Kerryn,Highly commended,2001
/prizes/archibald/2001/19669/,Michael Snape,Paul Hopmeier and Ron Robertson-Swann,,2001
/prizes/archibald/2001/18799/,Kim Spooner,and see the light surrounding you (Daniel Johns),,2001
/prizes/archibald/2001/19099/,Branca Uzur,Tetsuya Wakuda,,2001
/prizes/archibald/2001/19151/,John R Walker,Portrait of Tony Bilson,,2001
/prizes/archibald/2001/19171/,Greg Warburton,The public defender - portrait of John Nicholson SC,,2001
/prizes/archibald/2001/19678/,Dick Watkins,Adam Cullen,,2001
/prizes/archibald/2002/14560/,Bruce Armstrong,Stuart Purves,,2002
/prizes/archibald/2002/14908/,David Bromley,Charles Blackman,,2002
/prizes/archibald/2002/15140/,Tom Carment,Richard Neville,,2002
/prizes/archibald/2002/15268/,Peter Churcher,Monique,,2002
/prizes/archibald/2002/15475/,Adam Cullen,Mark Brandon Read - author,,2002
/prizes/archibald/2002/15698/,Julie Dowling,Henry,,2002
/prizes/archibald/2002/15752/,Geoffrey Dyer,"The last survivor, Alec Campbell",,2002
/prizes/archibald/2002/15865/,Esther Erlich,Deborah Conway,,2002
/prizes/archibald/2002/15872/,Neil Evans,Reflective self-portrait,,2002
/prizes/archibald/2002/15895/,David Fairbairn,"Dottore Vincenzo Blefari - mascherato, Dottore Vincenzo Blefari - smascherato",,2002
/prizes/archibald/2002/15959/,Garry Foye,Portrait of Dr Henry Stenning,,2002
/prizes/archibald/2002/16331/,Robert Hannaford,Lynda Syddick Napaltjarri,,2002
/prizes/archibald/2002/16348/,Nicholas Harding,Rusty Peters,,2002
/prizes/archibald/2002/16359/,Brent Harris,Leo Schofield,,2002
/prizes/archibald/2002/16581/,Cherry Hood,Simon Tedeschi unplugged,Winner: Archibald Prize 2002,2002
/prizes/archibald/2002/16621/,James Hunt,Bora,,2002
/prizes/archibald/2002/17034/,Lindy Lee,Roslyn Oxley,,2002
/prizes/archibald/2002/17077/,Kerrie Lester,Interrupting Mr Smart!,,2002
/prizes/archibald/2002/17177/,Mathew Lynn,Anna Volska,,2002
/prizes/archibald/2002/17553/,Lewis Miller,Portrait of Stephen Feneley,,2002
/prizes/archibald/2002/17782/,Paul Newton,Portrait of Fred Street AM,,2002
/prizes/archibald/2002/17792/,Angus Nivison,"Annie Lewis, September 2001",,2002
/prizes/archibald/2002/17823/,Stephen Nothling,Self-portrait thinking about painting a portrait of Eva Breuer to enter into the Archibald Prize,,2002
/prizes/archibald/2002/17833/,Carmel O'Connor,Portrait of Professor Bernard Smith,,2002
/prizes/archibald/2002/18070/,Mary Pinnock,Martin Sharp,,2002
/prizes/archibald/2002/18421/,Paul Ryan,"Richard, arms folded",,2002
/prizes/archibald/2002/18456/,Jenny Sages,Ros and Joe,,2002
/prizes/archibald/2002/18546/,Jiawei Shen,The lady from Shanghai (Jenny Sages),,2002
/prizes/archibald/2002/19137/,Paul Thomas Vrondidis,Painting pears,,2002
/prizes/archibald/2002/19198/,Dick Watkins,David Moore,,2002
/prizes/archibald/2002/19320/,Jan Williamson,Jenny Morris - singer/songwriter,"Winner: People's Choice 2002
Winner: Packing Room Prize 2002",2002
/prizes/archibald/2003/22970/,Davida Allen,"Philip Bacon, art dealer, reading a letter from Barry Humphries",,2003
/prizes/archibald/2003/22971/,Rick Amor,Portrait of Lewis Miller,,2003
/prizes/archibald/2003/22972/,Danelle Bergstrom,Conversation with Margaret Olley,,2003
/prizes/archibald/2003/22973/,Warren Breninger,Self-portrait,,2003
/prizes/archibald/2003/22974/,Peter Churcher,Loti and Victor Smorgon,,2003
/prizes/archibald/2003/22975/,Kevin Connor,Self-portrait,,2003
/prizes/archibald/2003/22976/,Adam Cullen,Jimmy Little,,2003
/prizes/archibald/2003/22977/,Lucy Culliton,Self with subject (cock),,2003
/prizes/archibald/2003/22978/,Geoffrey Dyer,Richard Flanagan,Winner: Archibald Prize 2003,2003
/prizes/archibald/2003/22979/,Martine Emdur,"Claudia Karvan, interior",,2003
/prizes/archibald/2003/22980/,David Fairbairn,Auto portrait DF,,2003
/prizes/archibald/2003/22981/,Julie Fragar,J Lucy in quinachridone magenta,,2003
/prizes/archibald/2003/22982/,Robert Hannaford,Rabbi Apple,,2003
/prizes/archibald/2003/22983/,Nicholas Harding,Portrait of Margaret Whitlam AO,,2003
/prizes/archibald/2003/22984/,Ray Lawrence,Self,,2003
/prizes/archibald/2003/22985/,Mathew Lynn,Hetti Perkins,,2003
/prizes/archibald/2003/22986/,Lewis Miller,Hazel,,2003
/prizes/archibald/2003/22987/,Henry Mulholland,Dr Peter Elliott at home,,2003
/prizes/archibald/2003/22988/,David Naseby,Adam Cullen,,2003
/prizes/archibald/2003/22989/,Paul Procèe,PCD 2K03 (from the Faces series),,2003
/prizes/archibald/2003/22990/,Jenny Sages,True stories – Helen Garner,Highly commended,2003
/prizes/archibald/2003/22991/,Ian Smith,Ray Hughes having pre-dinner drinks with Ambroise Vollard and Daniel-Henri Kahnweiler,,2003
/prizes/archibald/2003/22992/,Nick Stathopoulos,Here's Mr Squiggle,,2003
/prizes/archibald/2003/22993/,Andrew Sullivan,The forgotten soldier,,2003
/prizes/archibald/2003/22994/,Branca Uzur,Sandra Levy,,2003
/prizes/archibald/2003/22995/,Ilya Volykhine,Coffee with Ken Unsworth,,2003
/prizes/archibald/2003/22996/,John R Walker,John Wolseley,,2003
/prizes/archibald/2003/22997/,Greg Warburton,Self-portrait in Da Vinci t-shirt,,2003
/prizes/archibald/2003/22998/,Jan Williamson,Rachel Ward,Winner: Packing Room Prize 2003,2003
/prizes/archibald/2003/22999/,Susan Wyatt,Doris Pilkington (Nugi Garimarra),,2003
/prizes/archibald/2003/23000/,Huihai Xie,Bannerman,,2003
/prizes/archibald/2003/23001/,Dalu Zhao,‘Lao Fei’ Stephen Fitzgerald,Winner: People's Choice 2003,2003
/prizes/archibald/2004/27915/,Richard Bell,'I am not sorry',,2004
/prizes/archibald/2004/27916/,Jason Benjamin,Bread and circuses,,2004
/prizes/archibald/2004/27917/,Danelle Bergstrom,Franco Belgiorno-Nettis - 'larger than life',Highly Commended,2004
/prizes/archibald/2004/27918/,David Bromley,McLean & friends,,2004
/prizes/archibald/2004/27919/,Ann Cape,Figure within the landscape: Guy Warren,,2004
/prizes/archibald/2004/27920/,Tom Carment,Euan Macleod,,2004
/prizes/archibald/2004/27921/,Kevin Connor,Paul Connor - architect,,2004
/prizes/archibald/2004/27922/,Michael James Conole,Ricky Swallow 2004,,2004
/prizes/archibald/2004/27923/,Adam Cullen,Margaret Throsby,,2004
/prizes/archibald/2004/27924/,Brian Dunlop,Brian Kenna: imagines Urfa,,2004
/prizes/archibald/2004/27925/,Gillian Dunlop,Lucy Culliton,,2004
/prizes/archibald/2004/27926/,Geoffrey Dyer,Graeme Murphy,,2004
/prizes/archibald/2004/27927/,McLean Edwards,Martin Browne art dealer,,2004
/prizes/archibald/2004/27928/,Joe Furlonger,"Peter Hallinan, tribal arts dealer (retired) and mountain bike racer",,2004
/prizes/archibald/2004/27929/,Robert Hannaford,Self-portrait,,2004
/prizes/archibald/2004/27930/,Nicholas Harding,Studio visit: Rusty drops by with Blade & Tony 2002-04,,2004
/prizes/archibald/2004/27931/,Paul Jackson,Self-portrait with last Huia,,2004
/prizes/archibald/2004/27932/,Peter Clifton Kendall,Peter Brock,,2004
/prizes/archibald/2004/27933/,Kerrie Lester,"Garry Shead, Freckles and Max",,2004
/prizes/archibald/2004/27934/,Mathew Lynn,Pat O'Shane,,2004
/prizes/archibald/2004/27936/,Carolyn McKay Creecy,Bruce Spence,,2004
/prizes/archibald/2004/27935/,Gabrielle Martin,Tony Clark with Jasperware (landscape),,2004
/prizes/archibald/2004/27937/,Lewis Miller,Self-portrait III,,2004
/prizes/archibald/2004/27938/,Henry Mulholland,Nick Meyers,,2004
/prizes/archibald/2004/27939/,Paul Newton,Self-portrait,,2004
/prizes/archibald/2004/27940/,David Paulson,"Richard Bell, 'I am not sorry'",,2004
/prizes/archibald/2004/27941/,Evert Ploeg,Jana Wendt,Winner: Packing Room Prize 2004,2004
/prizes/archibald/2004/27942/,Rodney Pople,Self-portrait after Henry Raeburn,,2004
/prizes/archibald/2004/27943/,Paul Procèe,Tim Hall (from the Faces series),,2004
/prizes/archibald/2004/27944/,Ben Quilty,Whytie,,2004
/prizes/archibald/2004/27945/,Craig Ruddy,"David Gulpilil, two worlds","Winner: Archibald Prize 2004
Winner: People's Choice 2004",2004
/prizes/archibald/2004/27946/,Paul Ryan,"Self-portrait, Bulli Beach",,2004
/prizes/archibald/2004/27947/,Jenny Sages,Seeing the lights - Anthony Hopkins artist,,2004
/prizes/archibald/2004/27948/,Jiawei Shen,Tom Hughes,,2004
/prizes/archibald/2004/27949/,Pam Tippett,Self-portrait,,2004
/prizes/archibald/2004/27950/,Henry Van den Wildenberg,The storyteller - Mem Fox,,2004
/prizes/archibald/2004/27951/,Peter Wegner,Portrait of Jacques Reymond,,2004
/prizes/archibald/2004/27952/,Paul Worstead,Me,,2004
/prizes/archibald/2004/27953/,Michael Zavros,"Portrait of Stephen Mori, with Win Schubert and my Greater Kudu",,2004
/prizes/archibald/2004/27954/,Dalu Zhao,Life on stage - John Clark,,2004
/prizes/archibald/2005/28081/,Rick Amor,Shane Maloney,,2005
/prizes/archibald/2005/28082/,Bruce Armstrong,Self-portrait,,2005
/prizes/archibald/2005/28083/,Martin Ball,John Pule,,2005
/prizes/archibald/2005/28084/,John Beard,Hilarie Mais,,2005
/prizes/archibald/2005/28085/,Jason Benjamin,Staring down the past,Winner: Packing Room Prize 2005,2005
/prizes/archibald/2005/28086/,Annette Bezor,Still posing after all this time (a self-portrait),,2005
/prizes/archibald/2005/28087/,Jon Campbell,Double Darren,,2005
/prizes/archibald/2005/28088/,Adam Chang,Gene and the doorway,,2005
/prizes/archibald/2005/28089/,Peter Churcher,Portrait of Jeffrey Smart,,2005
/prizes/archibald/2005/28090/,Esther Erlich,Lindy Wills,,2005
/prizes/archibald/2005/28091/,James Guppy,Chagrin,,2005
/prizes/archibald/2005/28092/,Robert Hannaford,Bob Brown,,2005
/prizes/archibald/2005/28093/,Nicholas Harding,Bob's daily swim,"Winner: People's Choice 2005
Highly commended",2005
/prizes/archibald/2005/28094/,Bill Hay,Allan Mitelman,,2005
/prizes/archibald/2005/28095/,Terrence Hunter,Chapter six – self-portrait,,2005
/prizes/archibald/2005/28096/,Paul Jackson,Gretel Killeen,,2005
/prizes/archibald/2005/28097/,Raymond Kenyon,The architect at home,,2005
/prizes/archibald/2005/28098/,Jasper Knight,Richard Gill,,2005
/prizes/archibald/2005/28099/,Kerrie Lester,Rebel,,2005
/prizes/archibald/2005/28100/,Mathew Lynn,Wendy drawing,,2005
/prizes/archibald/2005/28101/,Lewis Miller,My dentist - Dr Jonathan Hartley,,2005
/prizes/archibald/2005/28102/,Ian North,"Daniel Thomas at home, northern Tasmania",,2005
/prizes/archibald/2005/28103/,John Olsen,Self-portrait Janus-faced,Winner: Archibald Prize 2005,2005
/prizes/archibald/2005/28104/,Rodney Pople,Kerrie Lester - after Goya,,2005
/prizes/archibald/2005/28105/,Ben Quilty,Beryl,,2005
/prizes/archibald/2005/28106/,Abdul Karim Rahimi,John McDonald,,2005
/prizes/archibald/2005/28107/,David Ralph,Imagination - Adam and Harvie,,2005
/prizes/archibald/2005/28108/,Paul Ryan,"Archibald, Archibald, wherefore art thou Archibald?",,2005
/prizes/archibald/2005/28109/,Jenny Sages,Gloria Tamere Petyarre,,2005
/prizes/archibald/2005/28110/,Garry Shead,All the world's a stage - Simon Phillips,,2005
/prizes/archibald/2005/28111/,Jiawei Shen,"John So, the Lord Mayor of Melbourne",,2005
/prizes/archibald/2005/28112/,Avril Thomas,The minister from down under,,2005
/prizes/archibald/2005/28113/,Deborah Trusson,Naked,,2005
/prizes/archibald/2005/28114/,John R Walker,Self-portrait,,2005
/prizes/archibald/2005/28115/,Xu Wang,Jiawei Shen,,2005
/prizes/archibald/2005/28116/,Michael Zavros,Portrait of Alex Dimitriades,,2005
/prizes/archibald/2006/28270/,Catherine Abel,Portrait of Julia Leigh,,2006
/prizes/archibald/2006/28271/,John Beard,Ken Unsworth,,2006
/prizes/archibald/2006/28272/,Danelle Bergstrom,Back to front - Kevin Connor,,2006
/prizes/archibald/2006/28273/,Kate Beynon,Year of the Dog self-portrait,,2006
/prizes/archibald/2006/28274/,Tom Carment,Professor Muecke,,2006
/prizes/archibald/2006/28275/,Jun Chen,Joe Furlonger,,2006
/prizes/archibald/2006/28276/,Peter Churcher,"Bruce, Linde and me on the road to Guadelupe",,2006
/prizes/archibald/2006/28277/,Adam Cullen,Edmund,,2006
/prizes/archibald/2006/28278/,Geoffrey Dyer,"The abstractionist, Graham Fransella",,2006
/prizes/archibald/2006/28279/,McLean Edwards,Cate Blanchett and family,,2006
/prizes/archibald/2006/28280/,Prudence Flint,Four wheel drive #2,,2006
/prizes/archibald/2006/28281/,Robert Hannaford,Tim Flannery,,2006
/prizes/archibald/2006/28282/,Nicholas Harding,Robert Drewe (in the swell) 2006,,2006
/prizes/archibald/2006/28284/,Paul Jackson,Garry McDonald 'All the world's a stage...',Winner: People's Choice 2006,2006
/prizes/archibald/2006/28283/,Weaver Jack,Weaver Jack in Lungarung,,2006
/prizes/archibald/2006/28285/,Jasper Knight,Sir Harold Knight KBE DSC,,2006
/prizes/archibald/2006/28286/,Kerrie Lester,Phillip Noyce - in the picture,,2006
/prizes/archibald/2006/28269/,Michael Mucci,A working class man,"Winner: Packing Room Prize 2006
not selected as an Archibald finalist by trustees",2006
/prizes/archibald/2006/28287/,Paul Newton,Portrait of Pat Corrigan,,2006
/prizes/archibald/2006/28288/,Josonia Palaitis,Justice Michael Kirby,,2006
/prizes/archibald/2006/28289/,Rodney Pople,"Artist and curator, after Gainsborough",,2006
/prizes/archibald/2006/28290/,Ben Quilty,Cullen - before and after,,2006
/prizes/archibald/2006/28291/,Craig Ruddy,Self-portrait – into the box,,2006
/prizes/archibald/2006/28292/,Paul Ryan,Nicholas in Nowra,,2006
/prizes/archibald/2006/28293/,Jenny Sages,Hossein Valamanesh,Commended,2006
/prizes/archibald/2006/28294/,Gillie and Marc Schattner,John and his black dog,,2006
/prizes/archibald/2006/28295/,Jiawei Shen,This is not a photo,,2006
/prizes/archibald/2006/28296/,Peter Smeeth,Clover Moore with Sheba and Bruno,,2006
/prizes/archibald/2006/28297/,Kathleen Vafiadis,Julia,,2006
/prizes/archibald/2006/28298/,Craig Waddell,Portrait of JC,,2006
/prizes/archibald/2006/28299/,John R Walker,Martin Armiger,,2006
/prizes/archibald/2006/28300/,Greg Warburton,Jim Conway,,2006
/prizes/archibald/2006/28301/,Marcus Wills,The Paul Juraszek monolith (after Marcus Gheeraerts),Winner: Archibald Prize 2006,2006
/prizes/archibald/2006/28302/,Bin Xie,Bright smile,,2006
/prizes/archibald/2006/28303/,Huihai Xie,A groom,,2006
/prizes/archibald/2006/28304/,Michael Zavros,Michael Zavros can't paint / the wind is whistling through the house,,2006
/prizes/archibald/2007/28452/,Martin Ball,Mark McClean,,2007
/prizes/archibald/2007/28453/,Del Kathryn Barton,Vasili Kaliman and contained familiar together within the Dreaming,,2007
/prizes/archibald/2007/28454/,John Beard,Janet Laurence,Winner: Archibald Prize 2007,2007
/prizes/archibald/2007/28455/,Danelle Bergstrom,Take two - Jack Thompson,Winner: Packing Room Prize 2007,2007
/prizes/archibald/2007/28456/,Adam Chang,"Brian, the dog and the doorway",,2007
/prizes/archibald/2007/28457/,Zhong Chen,Self-portrait,,2007
/prizes/archibald/2007/28458/,Peteris Ciemitis,Making sense of place #4,,2007
/prizes/archibald/2007/28459/,Kevin Connor,"Portrait of a quiet man, Robert Eadie, painter",,2007
/prizes/archibald/2007/28460/,Sam Cranstoun,Peter,,2007
/prizes/archibald/2007/28461/,Darren Crothers,Black sheep of the family,,2007
/prizes/archibald/2007/28462/,Lucy Culliton,Self with subject (domestic science),,2007
/prizes/archibald/2007/28463/,Carmen Di Napoli,Go for it,,2007
/prizes/archibald/2007/28464/,McLean Edwards,Martin Browne,,2007
/prizes/archibald/2007/28465/,Esther Erlich,Tim,,2007
/prizes/archibald/2007/28466/,Vivian Falk,A moment with Malcolm,,2007
/prizes/archibald/2007/28467/,David Griggs,The bleeding hearts club #1 (self portrait),,2007
/prizes/archibald/2007/28468/,Robert Hannaford,Tubes,,2007
/prizes/archibald/2007/28469/,Daniel Henderson,Lily-Rose,,2007
/prizes/archibald/2007/28470/,Cherry Hood,Ben Quilty,,2007
/prizes/archibald/2007/28471/,Peter Hudson,Words and music – portrait of Paul Kelly,,2007
/prizes/archibald/2007/28472/,Jasper Knight,The Honourable Bob Carr,,2007
/prizes/archibald/2007/28473/,Zai Kuang,Sarah and the doll,,2007
/prizes/archibald/2007/28474/,Sam Leach,A bird flies past Jeff Kennett,,2007
/prizes/archibald/2007/28475/,Bill Leak,Portrait of Paul,,2007
/prizes/archibald/2007/28476/,Mathew Lynn,Neville Wran,,2007
/prizes/archibald/2007/28477/,Abbey McCulloch,Toni Collette,,2007
/prizes/archibald/2007/28478/,Alexander McKenzie,McLean Edwards,,2007
/prizes/archibald/2007/28479/,Lewis Miller,"Allan, Matisse and me",,2007
/prizes/archibald/2007/28480/,Michael Mucci,The power and the passion,,2007
/prizes/archibald/2007/28481/,Angus Nivison,Myself,,2007
/prizes/archibald/2007/28482/,Chris O’Doherty (aka Reg Mombassa),Self-portrait with high pants,,2007
/prizes/archibald/2007/28483/,"David Paulson, Michael Jagamara Nelson",Michael Nelson Jagamara and totem,,2007
/prizes/archibald/2007/28484/,Evert Ploeg,George Ellis,Winner: People's Choice 2007,2007
/prizes/archibald/2007/28485/,Rodney Pople,Stone cold sober (self-portrait),,2007
/prizes/archibald/2007/28486/,Paul Ryan,Fink on the phone,,2007
/prizes/archibald/2007/28487/,Jenny Sages,Irina Baronova (handing on the baton),,2007
/prizes/archibald/2007/28488/,Peter Smeeth,The young diva – a portrait of Amelia Farrugia,,2007
/prizes/archibald/2007/28489/,Sue Taylor,eX and reg,,2007
/prizes/archibald/2007/28490/,Ian Waldron,Imants Tillers,,2007
/prizes/archibald/2007/28491/,Xu Wang,John Yu and George Soutter,,2007
/prizes/archibald/2007/28492/,Greg Warburton,Faith Bandler,,2007
/prizes/archibald/2008/28604/,Martin Ball,Neil Finn,Winner: Packing Room Prize 2008,2008
/prizes/archibald/2008/28605/,Phillip Barnes,Black: White: Red all over,,2008
/prizes/archibald/2008/28606/,Del Kathryn Barton,"You are what is most beautiful about me, a self-portrait with Kell and Arella",Winner: Archibald Prize 2008,2008
/prizes/archibald/2008/28607/,Anthony Bennett,portrait of jon farriss in a kylie t-shirt,,2008
/prizes/archibald/2008/28608/,Danelle Bergstrom,Two movements - Peter Sculthorpe,,2008
/prizes/archibald/2008/28609/,Roger Boreham,"Dad, what a smile",,2008
/prizes/archibald/2008/28610/,Eolo Bottaro,The Archibald,,2008
/prizes/archibald/2008/28611/,Joanna Braithwaite,"Chook, chook, chook",,2008
/prizes/archibald/2008/28612/,David Bromley,Louise Olsen,,2008
/prizes/archibald/2008/28613/,Jun Chen,Ian Smith,,2008
/prizes/archibald/2008/28614/,Zhong Chen,Nicholas Harding,,2008
/prizes/archibald/2008/28615/,Kordelya Zhansui Chi,Julius,,2008
/prizes/archibald/2008/28616/,Peteris Ciemitis,Grabowsky,,2008
/prizes/archibald/2008/28617/,James Cochran,Akira,,2008
/prizes/archibald/2008/28618/,Yvette Coppersmith,In the garland,,2008
/prizes/archibald/2008/28619/,Richard Dunlop,Tim Olsen: the man in black,,2008
/prizes/archibald/2008/28620/,Neil Evans,"Blue days, black nights",,2008
